股票代號,股票名稱,收盤價,月平均價
"081654","大成鋼法興23購01","2.06","2.15"
"081655","友達法興23購01","1.74","1.69"
"081659","群創法興23購01","1.65","1.64"
"081661","聯電永豐21購02","","0.14"
"081662","友達永豐21購01","0.45","0.53"
"081663","群創永豐21購01","0.57","0.58"
"081664","穎崴永豐21購01","0.18","0.18"
"081665","潤泰新永豐21購02","0.48","0.48"
"081667","友達康和23購04","1.59","1.63"
"081668","潤泰全康和23購01","0.88","0.81"
"081669","群創康和23購02","1.17","1.16"
"081670","台表科康和23購02","","2.11"
"081671","力智康和23購01","","0.19"
"081672","美費半群益23購02","0.53","0.60"
"081675","智邦群益21購03","0.34","0.31"
"081676","威盛群益23購03","0.66","0.60"
"081677","裕民群益21購02","","0.13"
"081678","大立光群益23購02","","1.11"
"081679","寶成群益21購01","0.73","0.76"
"081680","潤泰新群益23購01","1.22","1.25"
"081682","長榮航法興23購01","","0.16"
"081685","元金2X凱基25購01","0.60","0.59"
"081687","聯電凱基23購03","0.50","0.50"
"081688","國巨凱基23購02","0.31","0.29"
"08168P","台表科元富22售01","","1.39"
"081690","台光電凱基23購01","0.42","0.41"
"081691","威盛凱基23購05","0.64","0.68"
"081692","威盛凱基23購06","0.74","0.70"
"081693","威盛凱基23購07","0.86","0.75"
"081694","威盛凱基23購08","0.90","0.79"
"081695","友達凱基25購04","1.33","1.41"
"081698","玉山金凱基23購01","0.25","0.29"
"081702","台勝科凱基23購02","","0.25"
"081704","日月光凱基23購02","","0.13"
"081706","新唐凱基25購01","0.80","0.74"
"081707","同欣電凱基23購01","0.32","0.29"
"081710","矽創凱基23購01","0.69","0.66"
"081711","南電凱基23購03","","0.07"
"081712","新唐統一24購01","0.35","0.34"
"081713","可成兆豐23購01","","1.02"
"081714","鴻海國泰23購01","0.36","0.39"
"081715","鴻海國泰23購02","0.19","0.21"
"081716","鴻海國泰23購03","0.62","0.67"
"081717","威盛國泰23購03","1.29","1.18"
"081718","裕民國泰23購01","0.62","0.55"
"08171P","台積電元大23售46","","1.50"
"081728","潤泰新元富21購03","","0.69"
"081729","潤泰新元富21購04","0.81","0.81"
"081733","威盛富邦23購01","0.69","0.62"
"081736","貿聯富邦23購01","","0.12"
"081737","致伸富邦23購02","","0.16"
"081739","滬深2X元大27購01","0.37","0.37"
"08173P","聯發科元大23售29","3.75","3.63"
"081740","元油反元大23購02","0.72","0.75"
"081741","元油反元大24購01","","1.37"
"081742","元油反元大27購01","","1.35"
"081743","裕隆元大23購01","1.19","1.21"
"081744","聯電元大23購27","1.21","1.26"
"081746","華通元大23購05","0.96","0.93"
"081747","台積電元大23購35","0.10","0.10"
"081750","光罩元大23購03","0.55","0.51"
"081751","金像電元大23購03","0.90","0.89"
"081753","聯發科元大26購09","","0.47"
"081755","長榮元大24購08","0.81","0.80"
"081759","萬海元大24購01","","0.06"
"08175P","晶豪科元大23售06","1.84","1.88"
"081760","長榮航元大24購10","","0.78"
"081762","大立光元大23購09","0.84","0.81"
"081763","大立光元大24購05","1.06","1.02"
"081767","敦泰元大23購01","","0.24"
"081768","致伸元大23購02","","0.12"
"081769","乙盛元大23購01","0.58","0.56"
"081770","同欣電元大23購01","0.37","0.37"
"081771","元晶元大23購02","0.79","0.78"
"081772","嘉基元大23購01","0.24","0.24"
"081774","南電元大24購01","0.37","0.37"
"081775","致新元大23購01","","0.43"
"081776","致新元大23購02","0.59","0.61"
"081777","矽創中信21購01","0.65","0.63"
"081778","南電中信23購01","0.07","0.07"
"081779","台積電第一26購01","0.19","0.20"
"08177P","大立光元大23售19","","1.36"
"081780","聯發科第一25購01","","0.60"
"081782","富邦金第一28購01","","0.64"
"081783","香港2X群益23購01","0.08","0.06"
"081784","中興電群益21購01","0.61","0.60"
"081791","奇鋐群益21購03","0.31","0.29"
"081793","新興國泰23購01","0.18","0.18"
"081794","華新國票21購01","1.38","1.42"
"081798","慧洋國票21購05","0.12","0.08"
"081799","三商壽國票21購01","0.24","0.25"
"08179P","智原元大23售14","1.33","1.33"
"081800","三商壽國票21購02","0.15","0.15"
"081801","建漢國票23購02","0.36","0.36"
"081804","南電國票23購03","0.17","0.18"
"081806","嘉聯益永豐21購02","1.66","1.21"
"081809","愛普元富24購02","0.39","0.39"
"08180P","智原元大23售15","1.50","1.46"
"081812","華新麥證23購01","1.22","1.25"
"081813","聯電麥證25購01","","1.01"
"081815","三商壽麥證23購01","0.16","0.17"
"081816","潤泰全麥證21購02","0.57","0.54"
"081817","潤泰新麥證23購01","0.96","0.95"
"081818","威盛富邦25購01","0.72","0.64"
"081819","台灣50凱基25購13","0.15","0.14"
"08181P","創意元大23售08","1.36","1.61"
"081821","華新凱基23購05","1.74","1.81"
"081823","華通凱基23購02","","0.25"
"081825","長榮凱基24購05","","0.07"
"081829","富邦金凱基23購01","0.35","0.38"
"08182P","創意元大23售09","1.45","1.71"
"081832","臺股指凱基21購26","","0.02"
"081833","臺股指凱基23購23","0.24","0.25"
"081834","華新元大23購05","1.63","1.69"
"081835","美時元大23購02","","0.95"
"081837","聯電元大23購31","","3.23"
"081838","聯電元大24購05","0.36","0.37"
"081839","華通元大23購06","0.71","0.66"
"08183P","創意元大23售10","1.89","1.88"
"081841","台積電元大23購38","","0.07"
"081842","台積電元大24購09","0.06","0.06"
"081843","鴻準元大23購01","","0.49"
"081844","金像電元大23購04","1.17","1.16"
"081845","威盛元大23購05","0.83","0.77"
"081847","聯發科元大24購04","0.20","0.21"
"081849","強茂元大23購01","0.85","0.84"
"08184P","敦泰元大23售03","0.93","0.90"
"081850","長榮元大24購09","0.97","0.95"
"081857","欣興元大24購08","1.12","1.11"
"081858","欣興元大27購03","0.17","0.16"
"081859","貿聯元大23購03","","0.43"
"08185P","健策元大23售13","0.84","0.91"
"081861","矽創元大23購04","","1.21"
"081862","南電元大23購18","0.76","0.72"
"081863","南電元大23購19","","0.10"
"081865","華新中信23購01","1.23","1.25"
"081866","奇鋐中信23購01","0.80","0.79"
"081867","創意中信23購02","1.28","1.12"
"081868","中鋼永豐21購01","","0.29"
"081871","華新第一26購02","1.07","1.10"
"081873","威盛統一25購01","0.38","0.35"
"081874","華通兆豐23購01","0.40","0.37"
"081875","世紀鋼兆豐23購03","0.26","0.26"
"081877","威盛國泰23購04","1.12","1.01"
"081878","華航國泰23購02","0.29","0.29"
"081879","滬深2X國票23購04","0.10","0.10"
"081880","中砂國票23購02","0.11","0.12"
"081881","華新國票23購02","1.11","1.20"
"081883","大立光國票23購01","0.44","0.41"
"081884","創意國票23購03","1.15","1.20"
"081885","立積國票23購01","0.29","0.25"
"081886","啟碁國票23購01","2.23","2.31"
"081888","台灣50凱基25購14","","0.05"
"081889","T50反1凱基27購02","","0.91"
"081890","中興電凱基23購01","0.69","0.68"
"081892","美時凱基23購05","1.78","1.84"
"081893","中鴻凱基23購01","0.09","0.09"
"081894","大成鋼凱基23購02","0.86","0.94"
"081896","南帝凱基23購01","","0.13"
"081899","台積電凱基25購11","","0.42"
"08189P","鴻海國票24售01","1.26","1.22"
"081900","鴻準凱基23購02","","0.21"
"081901","台光電凱基23購02","1.19","1.12"
"081902","台光電凱基23購03","0.79","0.70"
"081903","威盛凱基27購02","1.12","1.02"
"081906","強茂凱基23購01","0.64","0.63"
"081909","華航凱基23購04","","0.06"
"08190P","潤泰全國票23售02","0.97","1.03"
"081911","奇鋐凱基23購02","0.42","0.42"
"081912","欣興凱基23購06","","0.11"
"081913","新唐凱基23購04","0.84","0.83"
"081914","元晶凱基25購01","0.80","0.80"
"081915","穎崴凱基23購02","0.43","0.44"
"081916","矽創凱基23購02","0.82","0.82"
"081917","南電凱基23購04","0.58","0.58"
"081918","滬深2X元大23購08","0.21","0.14"
"081919","台泥元大23購02","0.19","0.20"
"081920","中砂元大27購01","","0.17"
"081921","美時元大23購03","1.50","1.53"
"081922","美時元大23購04","","1.25"
"081923","台積電元大24購10","0.89","0.99"
"081924","台積電元大27購06","0.12","0.13"
"081925","威盛元大23購06","0.66","0.61"
"081926","威盛元大24購01","0.97","0.87"
"081927","威盛元大25購02","0.83","0.78"
"081928","威盛元大27購01","0.92","0.83"
"081929","聯發科元大23購25","","2.31"
"08192P","正文國票23售01","1.12","1.14"
"081932","裕民元大23購02","0.73","0.65"
"081934","華航元大27購01","0.20","0.18"
"081935","欣興元大24購09","1.38","1.45"
"081936","創意元大23購06","1.39","1.23"
"081937","創意元大27購01","1.58","1.42"
"081938","國光生元大23購01","0.61","0.64"
"081939","康普元大23購02","0.36","0.34"
"081940","致伸元大23購03","0.36","0.36"
"081944","台光電群益21購01","1.20","1.02"
"081945","威盛群益23購04","0.68","0.61"
"081948","三商壽群益21購01","0.19","0.20"
"081949","聯詠群益23購01","","0.44"
"08194P","和碩國票23售01","1.64","1.65"
"081952","東哥群益21購02","3.91","3.65"
"081953","聯電元富27購02","1.34","1.34"
"081954","威盛元富21購01","0.87","0.74"
"081957","鴻海富邦23購02","0.26","0.28"
"081959","東陽康和21購01","0.65","0.67"
"081961","奇鋐康和23購02","0.44","0.44"
"081965","光罩永豐21購01","0.20","0.18"
"081966","長榮永豐21購06","","0.03"
"081969","合勤控永豐21購01","0.09","0.09"
"081970","富采中信21購01","0.08","0.10"
"081972","S&P反1國票23購02","0.91","0.91"
"081973","金像電國票23購04","","0.93"
"081974","友達國票21購03","2.89","2.89"
"081975","友達國票23購01","2.49","2.35"
"081977","群創國票23購02","","2.41"
"08197P","金融類國票22售01","","4.31"
"081982","元油反凱基27購03","0.97","1.00"
"081983","華新凱基25購02","1.95","2.05"
"081984","華通凱基23購03","0.99","0.94"
"081985","微星凱基23購02","1.00","1.02"
"081986","友達凱基23購03","3.11","3.17"
"081987","聯發科凱基23購04","","0.73"
"081988","全新凱基23購01","0.48","0.41"
"081989","可成凱基23購02","0.95","1.01"
"081995","嘉晶凱基23購02","0.65","0.64"
"081997","世芯凱基23購02","1.40","1.27"
"082000","晶心科凱基23購01","5.25","4.56"
"082002","電子類凱基25購02","0.23","0.25"
"082004","華通元富23購01","0.54","0.55"
"082005","奇鋐元富23購01","0.43","0.40"
"082006","世芯元富21購01","1.43","1.16"
"082008","同欣電元富23購02","1.18","1.09"
"082009","啟碁元富21購03","1.53","1.56"
"08200P","智邦統一23售01","","1.10"
"082010","聯電麥證23購02","","1.34"
"082012","台光電麥證21購01","0.96","0.75"
"082017","道瓊反元大25購01","0.54","0.46"
"082019","統一元大23購01","0.77","0.82"
"08201P","漢翔統一22售02","0.99","0.98"
"082020","中興電元大25購01","1.28","1.25"
"082022","中鴻元大23購01","0.34","0.38"
"082024","金像電元大27購01","1.29","1.31"
"082025","技嘉元大23購01","2.81","2.59"
"082026","台光電元大23購01","1.40","1.34"
"082028","全新元大23購01","0.83","0.73"
"082029","強茂元大23購02","0.77","0.77"
"08202P","聯詠統一22售05","","0.78"
"082031","長榮元大25購09","","0.30"
"082033","華航元大26購03","0.57","0.57"
"082034","華航元大27購02","0.66","0.61"
"082035","漢翔元大23購03","0.78","0.79"
"082036","大立光元大25購05","4.25","4.25"
"082037","瑞鼎元大23購01","0.60","0.63"
"082038","貿聯元大23購04","0.64","0.58"
"082039","中磊元大23購03","0.50","0.50"
"08203P","創意統一23售05","0.86","1.04"
"082041","寶成元大23購01","1.40","1.42"
"082042","潤泰新富邦23購01","0.86","0.84"
"082043","上銀法興23購01","0.25","0.25"
"082045","臺股指法興21購01","","0.14"
"082046","臺股指法興21購02","","0.07"
"082048","元油反中信24購02","0.69","0.70"
"082049","中興電中信24購01","0.43","0.42"
"08204P","世芯統一23售09","0.50","0.54"
"082050","南電中信23購02","0.50","0.47"
"082052","華新康和24購01","1.76","1.78"
"082053","上銀康和24購01","0.26","0.23"
"082055","中興電永豐23購01","0.24","0.24"
"082056","華新永豐22購02","0.77","0.81"
"082057","華通國票23購03","0.31","0.31"
"082058","欣興第一26購02","","0.26"
"08205P","力積電統一22售01","0.69","0.70"
"082060","滬深2X群益23購04","0.10","0.10"
"082061","元油反群益26購01","1.35","1.40"
"082063","南電群益22購01","0.71","0.72"
"082064","T50反1元大29購01","","0.94"
"082065","T50反1元大2A購01","0.98","0.95"
"082066","中興電元大25購02","0.94","0.88"
"082068","台積電元大25購16","","0.49"
"082070","金像電元大24購03","1.46","1.43"
"082071","聯發科元大25購11","","1.63"
"082073","長榮元大24購11","0.92","0.90"
"082078","萬海元大24購02","0.68","0.68"
"08207P","電子類富邦23售02","","1.86"
"082080","長榮航元大24購12","0.53","0.52"
"082081","欣興元大25購08","1.99","1.97"
"082082","創意元大24購02","1.42","1.18"
"082083","創意元大24購03","1.68","1.47"
"082084","世芯元大24購02","1.69","1.42"
"082085","貿聯元大24購01","","0.35"
"082086","新唐元大24購01","1.23","1.16"
"082087","新唐元大28購01","","1.20"
"082088","矽力元大24購02","","0.42"
"082089","愛普元大24購01","0.65","0.64"
"08208P","SGBR2X群益26售01","0.93","0.97"
"082090","力智元大24購01","0.55","0.56"
"082092","華新凱基25購03","1.23","1.25"
"082093","智邦凱基22購06","0.94","0.92"
"082097","大立光凱基23購04","","0.75"
"082098","欣興凱基23購07","","0.15"
"082099","晶技凱基24購01","0.56","0.56"
"08209P","華航群益23售03","2.00","2.12"
"082100","景碩凱基22購03","","0.09"
"082101","玉晶光凱基23購03","0.29","0.23"
"082102","嘉澤凱基23購01","2.83","2.77"
"082103","瑞鼎凱基24購01","0.50","0.54"
"082104","世芯凱基23購03","1.82","1.54"
"082105","合勤控凱基23購01","","0.14"
"082106","南電凱基23購06","0.75","0.78"
"082107","長榮統一23購23","0.22","0.20"
"082108","欣興統一25購01","0.38","0.38"
"082109","景碩統一25購01","0.28","0.29"
"08210P","臺股指群益22售09","","5.90"
"082111","大立光國泰24購01","","1.14"
"082116","台聚麥證22購01","","0.25"
"082118","聚陽麥證22購01","4.86","3.90"
"082119","光寶科麥證22購01","0.96","1.03"
"082121","廣宇麥證23購01","0.47","0.47"
"082122","台積電麥證23購04","","0.17"
"082123","富邦金麥證24購01","","0.37"
"082124","大立光麥證24購02","0.90","0.88"
"082126","國巨富邦23購06","0.30","0.33"
"082127","台積電富邦24購06","","0.03"
"08212P","臺股指群益22售11","","5.05"
"082130","大立光中信22購03","0.33","0.33"
"082131","欣興中信22購04","","0.13"
"082133","友達康和24購01","","2.57"
"082137","允強永豐22購01","0.12","0.12"
"082140","智伸科永豐22購01","0.14","0.14"
"082141","台郡永豐22購01","0.95","0.90"
"082143","矽創永豐22購01","0.38","0.38"
"082144","S&P反1群益26購01","1.41","1.32"
"082147","漢翔國票23購01","","0.71"
"082149","健策國票23購02","1.99","1.90"
"082150","貿聯國票23購03","0.21","0.21"
"082151","智伸科國票23購01","","0.56"
"082152","潤泰新國票23購04","1.62","1.68"
"082154","聯電第一2B購02","","0.71"
"082155","台灣50凱基24購10","0.06","0.08"
"082157","聯電凱基23購09","0.16","0.18"
"082158","京元電凱基22購02","0.06","0.07"
"08215P","臺股指群益23售06","","3.43"
"082161","萬海凱基25購01","","0.32"
"082163","大立光凱基24購05","0.52","0.49"
"082164","健策凱基24購01","1.53","1.48"
"082165","健策凱基25購01","1.22","1.19"
"082167","日月光凱基22購03","0.10","0.11"
"082168","中磊凱基22購02","0.35","0.38"
"082169","同欣電凱基24購01","0.43","0.41"
"08216P","臺股指群益23售07","3.68","3.71"
"082170","晶心科凱基22購01","","3.28"
"082172","力積電凱基22購02","0.59","0.55"
"082174","臺股指凱基26購14","","0.08"
"082177","華新國泰24購01","1.68","1.74"
"082178","聯電國泰24購01","1.01","1.03"
"082179","欣興國泰24購01","","0.43"
"08217P","臺股指群益23售08","4.98","4.98"
"082181","南電元富22購04","0.91","0.90"
"082182","滬深2X元大24購02","","0.19"
"082183","統一元大24購01","","1.08"
"082184","遠東新元大24購01","1.13","1.16"
"082185","東鹼元大25購01","0.75","0.74"
"082186","中鋼元大24購01","0.76","0.81"
"082188","華航元大25購02","0.14","0.12"
"082189","健和興元大24購01","","0.30"
"082191","瑞鼎元大24購01","0.54","0.57"
"082192","上緯控元大24購02","0.34","0.37"
"082193","致伸元大25購01","0.22","0.22"
"082195","力積電元大28購01","1.18","1.12"
"082196","寶成元大24購01","1.24","1.32"
